node_id,latitude,longitude
713,-7.1128955,-34.8614382
714,-7.1134858,-34.8607979
715,-7.1134008,-34.8608092
716,-7.1133169,-34.8609411
717,-7.1135965,-34.8606102
718,-7.1131068,-34.8606816
719,-7.1119011,-34.8623266
720,-7.1110071,-34.8613756
721,-7.1115432,-34.8609134
722,-7.1120411,-34.8604724
723,-7.111337,-34.8596871
724,-7.1101428,-34.860432
725,-7.1107443,-34.8600403
726,-7.1096933,-34.8644686
727,-7.1186878,-34.8590677
728,-7.1186408,-34.8571651
729,-7.1166253,-34.8591149
730,-7.1176234,-34.8590961
731,-7.1165974,-34.857177
732,-7.1176128,-34.8571783
733,-7.1165974,-34.8584725
734,-7.1165881,-34.8578623
735,-7.1165792,-34.855269
736,-7.1176067,-34.8552682
737,-7.1165894,-34.8565346
738,-7.1165783,-34.8546376
739,-7.1165725,-34.8542939
740,-7.1176133,-34.8542935
741,-7.1166031,-34.8558953
742,-7.1156046,-34.8591122
743,-7.1155762,-34.8552682
744,-7.115594,-34.8571689
745,-7.115598,-34.8584792
746,-7.1156046,-34.8578529
747,-7.1155927,-34.8565561
748,-7.1155842,-34.8559158
749,-7.1155562,-34.854635
750,-7.1145733,-34.8591352
751,-7.1145733,-34.8584873
752,-7.1145837,-34.8578556
753,-7.114561,-34.8571841
754,-7.1145626,-34.8565641
755,-7.1145612,-34.8559148
756,-7.1145489,-34.8552791
757,-7.1145536,-34.8546474
758,-7.1165742,-34.8527055
759,-7.1165874,-34.8533339
760,-7.1176042,-34.8533378
761,-7.1165747,-34.8539792
762,-7.1175908,-34.8525203
763,-7.1185758,-34.8494572
764,-7.1185778,-34.8488557
765,-7.1175226,-34.8494615
766,-7.1165619,-34.8494762
767,-7.1175285,-34.8488558
768,-7.116548,-34.8488514
769,-7.1155587,-34.8533558
770,-7.1155489,-34.8514263
771,-7.1155596,-34.8520888
772,-7.1155571,-34.8527137
773,-7.1155517,-34.8539948
774,-7.1145426,-34.8540091
775,-7.1145437,-34.8533627
776,-7.1145484,-34.8527162
777,-7.1145387,-34.8520751
778,-7.1145303,-34.8514288
779,-7.1155386,-34.8488647
780,-7.1135729,-34.8591553
781,-7.1135696,-34.8571757
782,-7.1135606,-34.8584953
783,-7.1135619,-34.8578542
784,-7.1124961,-34.8591594
785,-7.1124921,-34.8571941
786,-7.11304,-34.859151
787,-7.1130348,-34.8571854
788,-7.1117471,-34.859181
789,-7.1119633,-34.859173
790,-7.1119138,-34.8593727
791,-7.1114342,-34.8588216
792,-7.111173,-34.8584421
793,-7.1119297,-34.857184
794,-7.1111427,-34.8581944
795,-7.111217,-34.8577054
796,-7.1114473,-34.8571911
797,-7.1112297,-34.8571786
798,-7.1114332,-34.8580914
799,-7.1112046,-34.8573836
800,-7.1135432,-34.8552808
801,-7.1135566,-34.8565815
802,-7.1135451,-34.8559318
803,-7.1135465,-34.8546543
804,-7.1124908,-34.8552963
805,-7.1130111,-34.855301
806,-7.1119041,-34.8553075
807,-7.1114709,-34.8564494
808,-7.1112124,-34.8552989
809,-7.1117819,-34.8554445
810,-7.1119118,-34.8554009
811,-7.1104883,-34.8553172
812,-7.1108344,-34.8582901
813,-7.1088446,-34.8588913
814,-7.108272,-34.8582083
815,-7.1104774,-34.8543267
816,-7.1135381,-34.853368
817,-7.1135321,-34.8514355
818,-7.1135221,-34.8520987
819,-7.1135344,-34.8527201
820,-7.1135474,-34.8540102
821,-7.1124713,-34.8533713
822,-7.1124554,-34.8514345
823,-7.1124589,-34.852316
824,-7.113003,-34.853361
825,-7.1129781,-34.8514433
826,-7.1118965,-34.851447
827,-7.1118968,-34.8523142
828,-7.111178,-34.8514519
829,-7.1112136,-34.8535206
830,-7.1135139,-34.8495218
831,-7.1123045,-34.8495263
832,-7.1110857,-34.8495433
833,-7.1116998,-34.8495433
834,-7.1104742,-34.8514436
835,-7.1104677,-34.8495542
836,-7.1071807,-34.8701347
837,-7.1058121,-34.8684153
838,-7.1057664,-34.8702232
839,-7.1056191,-34.8697244
840,-7.106542,-34.8687601
841,-7.106206,-34.8677397
842,-7.104314,-34.8701111
843,-7.1039333,-34.8690438
844,-7.1037836,-34.8685705
845,-7.103366,-34.8673499
846,-7.1051268,-34.8680515
847,-7.1041771,-34.8696278
848,-7.1047412,-34.8693729
849,-7.1052525,-34.8704067
850,-7.1047653,-34.8705574
851,-7.1074228,-34.8630792
852,-7.1073951,-34.862495
853,-7.1060323,-34.8636653
854,-7.105952,-34.8626573
855,-7.1035523,-34.8639771
856,-7.1046099,-34.8648321
857,-7.1069775,-34.8585772
858,-7.1055864,-34.8595963
859,-7.1055506,-34.859052
860,-7.1048499,-34.8556862
861,-7.1004819,-34.8567705
862,-7.1003306,-34.855626
863,-7.1185625,-34.8475901
864,-7.1175254,-34.847576
865,-7.116543,-34.8475856
866,-7.1185419,-34.8456452
867,-7.117506,-34.8456531
868,-7.1174586,-34.8436437
869,-7.1165332,-34.8456626
870,-7.1155194,-34.8456694
871,-7.1155239,-34.8475871
872,-7.1145081,-34.8422974
873,-7.1134821,-34.8456833
874,-7.1134246,-34.8433301
875,-7.1134945,-34.8475969
876,-7.1110822,-34.848575
877,-7.1110656,-34.847609
878,-7.111701,-34.847604
879,-7.1117004,-34.8485808
880,-7.1123027,-34.8485595
881,-7.1123018,-34.8476121
882,-7.1113519,-34.8476049
883,-7.1113601,-34.8467892
